,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
210,frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER UNION JACK'}),0.03225977328106791,0.02441995974149804,0.012607267719038034,0.39080459770114945,16.003490662477873,1.0,0.011819485354244501,1.6014238396696163,0.9687657974131685,0.2860576923076923,0.3755556928599826,0.4535367890891864
211,frozenset({'HAND WARMER UNION JACK'}),frozenset({'HAND WARMER OWL DESIGN'}),0.02441995974149804,0.03225977328106791,0.012607267719038034,0.5162689804772234,16.00349066247787,1.0,0.011819485354244501,2.000575087522097,0.9609807434946612,0.2860576923076923,0.5001437305517008,0.4535367890891864
212,frozenset({'HAND WARMER RED RETROSPOT'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.021665430660027546,0.03167708443691069,0.01133594660451319,0.5232273838630807,16.517536041082337,1.0,0.010649648928133464,2.030995243411813,0.9602627894279021,0.2698612862547289,0.5076305553920808,0.440543457817828
213,frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER RED RETROSPOT'}),0.03167708443691069,0.021665430660027546,0.01133594660451319,0.3578595317725753,16.517536041082337,1.0,0.010649648928133464,1.5235522720450612,0.9701911082026217,0.2698612862547289,0.3436391922032962,0.440543457817828
214,frozenset({'HAND WARMER RED RETROSPOT'}),frozenset({'HAND WARMER UNION JACK'}),0.021665430660027546,0.02441995974149804,0.011759720309354805,0.5427872860635697,22.227198234941582,1.0,0.011230651364854715,2.1337552752177933,0.9761589788391457,0.3425925925925926,0.531342693506438,0.5121745540946916
215,frozenset({'HAND WARMER UNION JACK'}),frozenset({'HAND WARMER RED RETROSPOT'}),0.02441995974149804,0.021665430660027546,0.011759720309354805,0.48156182212581344,22.22719823494158,1.0,0.011230651364854715,1.8870804873042983,0.9789151425411402,0.3425925925925926,0.47008089653425233,0.5121745540946916
216,frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER UNION JACK'}),0.03167708443691069,0.02441995974149804,0.011282974891407989,0.3561872909698997,14.585908197244612,1.0,0.010509421764730596,1.5153165300638551,0.9619112193217658,0.2517730496453901,0.34007187266817435,0.40911316826152255
217,frozenset({'HAND WARMER UNION JACK'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.02441995974149804,0.03167708443691069,0.011282974891407989,0.46203904555314534,14.585908197244612,1.0,0.010509421764730596,1.7999873551394525,0.9547557739698039,0.2517730496453901,0.44444054168229086,0.40911316826152255
218,frozenset({'HANGING HEART JAR T-LIGHT HOLDER'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.03596779319843204,0.16972136878906663,0.01514990994808772,0.42120765832106033,2.481759729645748,1.0,0.009045406854127754,1.4345017572321215,0.619336265690461,0.07951070336391437,0.3028938480148639,0.2552355395225776
219,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'HANGING HEART JAR T-LIGHT HOLDER'}),0.16972136878906663,0.03596779319843204,0.01514990994808772,0.08926342072409488,2.481759729645748,1.0,0.009045406854127754,1.0585192565429142,0.7191081216856385,0.07951070336391437,0.05528407365401742,0.2552355395225776
220,frozenset({'HANGING METAL HEART LANTERN'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.02272486492213158,0.16972136878906663,0.01191863544867041,0.5244755244755245,3.090215028417276,1.0,0.008061740268539593,1.74602712151711,0.6921264025150415,0.06602112676056339,0.42727121035147064,0.29735012178832404
221,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'HANGING METAL HEART LANTERN'}),0.16972136878906663,0.02272486492213158,0.01191863544867041,0.0702247191011236,3.0902150284172762,1.0,0.008061740268539593,1.051087456458372,0.8146637744034708,0.06602112676056339,0.048604382199089996,0.29735012178832404
222,frozenset({'HEART IVORY TRELLIS SMALL'}),frozenset({'HEART FILIGREE DOVE  SMALL'}),0.03173005615001589,0.029823074478228625,0.010912172899671575,0.34390651085141904,11.531557925138701,1.0,0.009965885071911275,1.478717502258374,0.9432095401535106,0.21548117154811716,0.3237383080454867,0.35490174565661536
223,frozenset({'HEART FILIGREE DOVE  SMALL'}),frozenset({'HEART IVORY TRELLIS SMALL'}),0.029823074478228625,0.03173005615001589,0.010912172899671575,0.3658969804618117,11.531557925138701,1.0,0.009965885071911275,1.5269915360995547,0.9413555656274103,0.21548117154811716,0.34511752268494345,0.35490174565661536
224,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'HEART FILIGREE DOVE  SMALL'}),0.16972136878906663,0.029823074478228625,0.013772645407352473,0.08114856429463171,2.7209992837549866,1.0,0.008711032385409233,1.055858311607254,0.7617779566356829,0.07413743940690048,0.05290322668599822,0.27148014360379896
225,frozenset({'HEART FILIGREE DOVE  SMALL'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.029823074478228625,0.16972136878906663,0.013772645407352473,0.46181172291296624,2.7209992837549866,1.0,0.008711032385409233,1.542728941820975,0.651930531930532,0.07413743940690048,0.35179799063104356,0.27148014360379896
226,frozenset({'HEART FILIGREE DOVE LARGE'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.024208072889077233,0.16972136878906663,0.0116537768831444,0.4814004376367615,2.8364161865501822,1.0,0.007545149616664718,1.6010014112379602,0.6635045970261214,0.06393490264458007,0.37539093158777487,0.2750323037122634
227,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'HEART FILIGREE DOVE LARGE'}),0.16972136878906663,0.024208072889077233,0.0116537768831444,0.0686641697877653,2.8364161865501822,1.0,0.007545149616664718,1.0477336911740605,0.7797893442527868,0.06393490264458007,0.04555899230516439,0.2750323037122634
228,frozenset({'HEART IVORY TRELLIS SMALL'}),frozenset({'HEART IVORY TRELLIS LARGE'}),0.03173005615001589,0.027227460536073736,0.010011653776883145,0.315525876460768,11.588516528845094,1.0,0.009147724925251184,1.4211969539972973,0.9436497371285926,0.20454545454545459,0.29636775734188514,0.34161507830820503
229,frozenset({'HEART IVORY TRELLIS LARGE'}),frozenset({'HEART IVORY TRELLIS SMALL'}),0.027227460536073736,0.03173005615001589,0.010011653776883145,0.36770428015564205,11.588516528845094,1.0,0.009147724925251184,1.5313561573504364,0.9392819399353923,0.20454545454545459,0.34698404730993,0.34161507830820503
230,frozenset({'HEART IVORY TRELLIS LARGE'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.027227460536073736,0.16972136878906663,0.013348871702510859,0.490272373540856,2.8886897215057052,1.0,0.00872778983167813,1.6288672383298466,0.6721224756511186,0.07270628967109061,0.3860764238678244,0.28446202946705723
231,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'HEART IVORY TRELLIS LARGE'}),0.16972136878906663,0.027227460536073736,0.013348871702510859,0.07865168539325842,2.8886897215057052,1.0,0.00872778983167813,1.0558140977108468,0.7874733407462768,0.07270628967109061,0.05286356550064978,0.28446202946705723
232,frozenset({'HEART IVORY TRELLIS SMALL'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.03173005615001589,0.16972136878906663,0.015308825087403326,0.48247078464106846,2.8427226817896663,1.0,0.009923556525868687,1.6043125809527392,0.6694667865311812,0.08224245873648264,0.37668007352648275,0.28633526747658916
233,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'HEART IVORY TRELLIS SMALL'}),0.16972136878906663,0.03173005615001589,0.015308825087403326,0.09019975031210986,2.8427226817896663,1.0,0.009923556525868687,1.0642665180430015,0.7807313634683846,0.08224245873648264,0.060385736987363096,0.28633526747658916
234,frozenset({'HEART OF WICKER SMALL'}),frozenset({'HEART OF WICKER LARGE'}),0.053395486810043434,0.05720945015361797,0.028710668503019388,0.5376984126984128,9.398769106407997,1.0,0.025655942061932044,2.039340931856552,0.9440089039950277,0.35058214747736094,0.5096455014563792,0.5197751322751323
235,frozenset({'HEART OF WICKER LARGE'}),frozenset({'HEART OF WICKER SMALL'}),0.05720945015361797,0.053395486810043434,0.028710668503019388,0.5018518518518519,9.398769106407997,1.0,0.025655942061932044,1.9002469781508422,0.9478277960664763,0.35058214747736094,0.4737526166345417,0.5197751322751323
236,frozenset({'HEART OF WICKER LARGE'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.05720945015361797,0.09741498040046614,0.010064625489988346,0.17592592592592593,1.8059432461281293,1.0,0.004491568024552206,1.0952717091769624,0.47335300832145544,0.0696225723708318,0.08698454308525323,0.13962147302277808
237,frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'HEART OF WICKER LARGE'}),0.09741498040046614,0.05720945015361797,0.010064625489988346,0.10331702011963023,1.8059432461281293,1.0,0.004491568024552206,1.051420146250756,0.4944384554319657,0.0696225723708318,0.048905422284435306,0.13962147302277808
238,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'HEART OF WICKER LARGE'}),0.16972136878906663,0.05720945015361797,0.022777836635236783,0.13420724094881398,2.345892865399732,1.0,0.013068170447494863,1.0889332810770758,0.6910006498689876,0.11157239231966787,0.08167009184356165,0.26617769454848106
239,frozenset({'HEART OF WICKER LARGE'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.05720945015361797,0.16972136878906663,0.022777836635236783,0.39814814814814814,2.345892865399732,1.0,0.013068170447494863,1.3795398795504739,0.6085371494576083,0.11157239231966787,0.2751206291145043,0.26617769454848106
240,frozenset({'HEART OF WICKER LARGE'}),frozenset({'WICKER STAR '}),0.05720945015361797,0.026009111134654095,0.013348871702510859,0.23333333333333334,8.971215207060421,1.0,0.011860904755512955,1.2704228985200166,0.9424493923875877,0.19105382865807424,0.21286053552328638,0.373285811269518
241,frozenset({'WICKER STAR '}),frozenset({'HEART OF WICKER LARGE'}),0.026009111134654095,0.05720945015361797,0.013348871702510859,0.5132382892057026,8.97121520706042,1.0,0.011860904755512955,1.9368625940358724,0.9122594379569416,0.19105382865807424,0.48370111381195946,0.373285811269518
242,frozenset({'HEART OF WICKER SMALL'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.053395486810043434,0.09741498040046614,0.011071088038987181,0.20734126984126985,2.1284331115081527,1.0,0.005869567737913452,1.1386804752895245,0.5600763622440648,0.07922668688400304,0.12179050954067096,0.16049499598643158
243,frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'HEART OF WICKER SMALL'}),0.09741498040046614,0.053395486810043434,0.011071088038987181,0.11364872213159327,2.1284331115081527,1.0,0.005869567737913452,1.067978956905724,0.587391548406681,0.07922668688400304,0.06365196286514929,0.16049499598643158
244,frozenset({'HEART OF WICKER SMALL'}),frozenset({'STRAWBERRY CERAMIC TRINKET BOX'}),0.053395486810043434,0.0817353533213264,0.010064625489988346,0.1884920634920635,2.306126490345544,1.0,0.005700326509805222,1.1315535010416906,0.5983200306305776,0.08047437526471835,0.11625919668896306,0.15581440504480037
245,frozenset({'STRAWBERRY CERAMIC TRINKET BOX'}),frozenset({'HEART OF WICKER SMALL'}),0.0817353533213264,0.053395486810043434,0.010064625489988346,0.12313674659753726,2.306126490345544,1.0,0.005700326509805222,1.0795349326327441,0.6167856329603935,0.08047437526471835,0.07367518199598816,0.15581440504480037
246,frozenset({'HEART OF WICKER SMALL'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.053395486810043434,0.16972136878906663,0.02182434579934315,0.4087301587301587,2.408242177436934,1.0,0.012761990690784025,1.4042296313097664,0.6177441174393272,0.10842105263157893,0.28786576091029326,0.2686597110754414
247,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'HEART OF WICKER SMALL'}),0.16972136878906663,0.053395486810043434,0.02182434579934315,0.1285892634207241,2.4082421774369345,1.0,0.012761990690784025,1.0862897063970705,0.7042929296057661,0.10842105263157893,0.07943526104400837,0.2686597110754414
248,frozenset({'HOME BUILDING BLOCK WORD'}),frozenset({'LOVE BUILDING BLOCK WORD'}),0.06849242504502595,0.05678567644877636,0.03051170674859625,0.4454756380510441,7.8448592305294875,1.0,0.026622318060797342,1.700942985148859,0.93668372666098,0.3219675796534377,0.41209081742826076,0.4913945354434325
249,frozenset({'LOVE BUILDING BLOCK WORD'}),frozenset({'HOME BUILDING BLOCK WORD'}),0.05678567644877636,0.06849242504502595,0.03051170674859625,0.5373134328358209,7.8448592305294875,1.0,0.026622318060797342,2.01325830716075,0.9250580328728145,0.3219675796534377,0.5032927486536609,0.4913945354434325
250,frozenset({'HOME BUILDING BLOCK WORD'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.06849242504502595,0.09741498040046614,0.01218349401419642,0.17788089713843777,1.8260117325608638,1.0,0.00551130577085482,1.0978762279794896,0.4856196610253305,0.07925568573397657,0.08915051212978628,0.15147443443110037
251,frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'HOME BUILDING BLOCK WORD'}),0.09741498040046614,0.06849242504502595,0.01218349401419642,0.12506797172376294,1.8260117325608638,1.0,0.00551130577085482,1.0646627907658157,0.5011809225383201,0.07925568573397657,0.06073546603361938,0.15147443443110037
252,frozenset({'HOME BUILDING BLOCK WORD'}),frozenset({'STRAWBERRY CERAMIC TRINKET BOX'}),0.06849242504502595,0.0817353533213264,0.011547833456933998,0.16860015467904102,2.0627567855028754,1.0,0.005949580896044336,1.1044801750283952,0.5530946673170681,0.08326967150496563,0.09459669570412094,0.1549416845981077
253,frozenset({'STRAWBERRY CERAMIC TRINKET BOX'}),frozenset({'HOME BUILDING BLOCK WORD'}),0.0817353533213264,0.06849242504502595,0.011547833456933998,0.14128321451717435,2.062756785502875,1.0,0.005949580896044336,1.084766934457,0.561071227272607,0.08326967150496563,0.07814299253086253,0.1549416845981077
254,frozenset({'HOME BUILDING BLOCK WORD'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.06849242504502595,0.16972136878906663,0.026379913126390507,0.3851508120649652,2.269312431386521,1.0,0.014755284996066154,1.350377698309103,0.600465210286697,0.12453113278319582,0.2594664431646302,0.27029076183772605
255,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'HOME BUILDING BLOCK WORD'}),0.16972136878906663,0.06849242504502595,0.026379913126390507,0.1554307116104869,2.2693124313865214,1.0,0.014755284996066154,1.1029380155786168,0.673674921710576,0.12453113278319582,0.093330734932202,0.27029076183772605
256,frozenset({'WOODEN FRAME ANTIQUE WHITE '}),frozenset({'HOME BUILDING BLOCK WORD'}),0.058692658120563616,0.06849242504502595,0.011177031465197584,0.1904332129963899,2.780354365774052,1.0,0.007157028978181547,1.1506247414159547,0.6802598767292444,0.09634703196347032,0.1309069203836138,0.1768098006203914
257,frozenset({'HOME BUILDING BLOCK WORD'}),frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.06849242504502595,0.058692658120563616,0.011177031465197584,0.16318638824439288,2.7803543657740515,1.0,0.007157028978181547,1.1248709732440956,0.6874164350002089,0.09634703196347032,0.11100915235102131,0.1768098006203914
258,frozenset({'HOT BATHS METAL SIGN'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.030882508740332663,0.16972136878906663,0.010541370907935162,0.34133790737564323,2.011166359374967,1.0,0.005299949252885589,1.260553234364516,0.5187978701927237,0.05546265328874025,0.20669752554787502,0.20172388502365182
259,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'HOT BATHS METAL SIGN'}),0.16972136878906663,0.030882508740332663,0.010541370907935162,0.062109862671660424,2.0111663593749665,1.0,0.005299949252885589,1.0332953217956653,0.6055510421829705,0.05546265328874025,0.03222246447201998,0.20172388502365182
260,frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),0.02007627926687149,0.050693929441678144,0.010700286047250767,0.5329815303430079,10.51371507817691,1.0,0.009682540562644558,2.03269491944409,0.9234250821157579,0.1781305114638448,0.5080422593502205,0.37202890519240256
261,frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),0.050693929441678144,0.02007627926687149,0.010700286047250767,0.21107628004179727,10.51371507817691,1.0,0.009682540562644558,1.2421019877372237,0.9532080014541267,0.1781305114638448,0.19491313123028534,0.37202890519240256
262,frozenset({'KNITTED UNION FLAG HOT WATER BOTTLE'}),frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),0.03252463184659392,0.050693929441678144,0.011706748596249603,0.35993485342019543,7.10015690999629,1.0,0.010057947204301813,1.483139764180177,0.8880412571376473,0.1637037037037037,0.3257547102765721,0.2954324214854373
263,frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),frozenset({'KNITTED UNION FLAG HOT WATER BOTTLE'}),0.050693929441678144,0.03252463184659392,0.011706748596249603,0.2309299895506792,7.10015690999629,1.0,0.010057947204301813,1.257980879514687,0.9050379733475805,0.1637037037037037,0.20507535823136894,0.2954324214854373
264,frozenset({'RED WOOLLY HOTTIE WHITE HEART.'}),frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),0.04105307765653141,0.050693929441678144,0.013295899989405658,0.32387096774193547,6.388752485927124,1.0,0.01121475816732172,1.4040309249669836,0.8795845728283904,0.16948008102633355,0.28776497567280046,0.2930744598375299
265,frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),frozenset({'RED WOOLLY HOTTIE WHITE HEART.'}),0.050693929441678144,0.04105307765653141,0.013295899989405658,0.26227795193312436,6.3887524859271245,1.0,0.01121475816732172,1.2998756440264865,0.8885173551650215,0.16948008102633355,0.2306956403134023,0.2930744598375299
266,frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),frozenset({'SCOTTIE DOG HOT WATER BOTTLE'}),0.050693929441678144,0.05032312744994173,0.01594448564466575,0.31452455590386624,6.250099543529671,1.0,0.013393408572433827,1.3854279985219602,0.8848595561805866,0.18742216687422164,0.27820139258998144,0.31568333058351206
267,frozenset({'SCOTTIE DOG HOT WATER BOTTLE'}),frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),0.05032312744994173,0.050693929441678144,0.01594448564466575,0.3168421052631579,6.250099543529672,1.0,0.013393408572433827,1.3895851572117193,0.884514062154858,0.18742216687422164,0.2803607646424806,0.31568333058351206
268,frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),frozenset({'STRAWBERRY CERAMIC TRINKET BOX'}),0.050693929441678144,0.0817353533213264,0.011388918317618391,0.22466039707419017,2.7486318703607013,1.0,0.007245432083456437,1.1843386345976963,0.6701554496932921,0.09409190371991247,0.15564689795019104,0.18199967358570168
269,frozenset({'STRAWBERRY CERAMIC TRINKET BOX'}),frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),0.0817353533213264,0.050693929441678144,0.011388918317618391,0.13933895009721323,2.7486318703607013,1.0,0.007245432083456437,1.1029964358972066,0.6928096806434085,0.09409190371991247,0.09337875676218914,0.18199967358570168
270,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),0.16972136878906663,0.050693929441678144,0.015255853374298125,0.08988764044943821,1.7731440714780509,1.0,0.006652010280160147,1.0430646948109956,0.5251610948066863,0.07436096049573974,0.04128669585427681,0.19541403966045578
271,frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.050693929441678144,0.16972136878906663,0.015255853374298125,0.30094043887147337,1.7731440714780506,1.0,0.006652010280160147,1.187707997113398,0.4593144913788294,0.07436096049573974,0.15804221034934762,0.19541403966045578
272,frozenset({'JUMBO BAG OWLS'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.03437864180527598,0.05016421231062613,0.0116537768831444,0.33898305084745767,6.757467828826088,1.0,0.009929199396673569,1.4369310634275143,0.882349552910198,0.15988372093023254,0.3040723904912334,0.28564780842267284
273,frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO BAG OWLS'}),0.05016421231062613,0.03437864180527598,0.0116537768831444,0.23231256599788805,6.757467828826088,1.0,0.009929199396673569,1.2578313978134852,0.8970135519491383,0.15988372093023254,0.20498088874365739,0.28564780842267284
274,frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),0.05016421231062613,0.03829854857506092,0.012978069710774446,0.2587117212249208,6.755131221693023,1.0,0.011056853188866263,1.297337997862418,0.8969596605582171,0.1719298245614035,0.22919084953368518,0.2987887790080344
275,frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.03829854857506092,0.05016421231062613,0.012978069710774446,0.338865836791148,6.755131221693022,1.0,0.011056853188866263,1.4366763064841366,0.8858927939118362,0.1719298245614035,0.30394898594296427,0.2987887790080344
276,frozenset({'JUMBO BAG PINK WITH WHITE SPOTS'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.03930501112405975,0.05016421231062613,0.011494861743828796,0.2924528301886793,5.829909744774961,1.0,0.00952315682092994,1.3424345799343151,0.8623660657113992,0.14741847826086957,0.25508474308749585,0.2607987487796617
277,frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO BAG PINK WITH WHITE SPOTS'}),0.05016421231062613,0.03930501112405975,0.011494861743828796,0.22914466737064412,5.82990974477496,1.0,0.00952315682092994,1.2462714444733087,0.8722252505572436,0.14741847826086957,0.1976065852791696,0.2607987487796617
278,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.062188791185506936,0.05016421231062613,0.017798495603347814,0.2862010221465077,5.705282889209897,1.0,0.014678843878976848,1.3306768672402445,0.8794135169883587,0.18823529411764708,0.24850275478678116,0.32050283419891384
279,frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.05016421231062613,0.062188791185506936,0.017798495603347814,0.35480464625131997,5.705282889209896,1.0,0.014678843878976848,1.4535306297010226,0.8682804586895269,0.18823529411764708,0.3120200018036838,0.32050283419891384
280,frozenset({'JUMBO BAG SCANDINAVIAN PAISLEY'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.0378218031571141,0.05016421231062613,0.01419641911219409,0.3753501400560224,7.482428663123116,1.0,0.012299118148649908,1.520589130964603,0.90040863180245,0.1923905240488155,0.34236015526058733,0.3291745420449067
281,frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO BAG SCANDINAVIAN PAISLEY'}),0.05016421231062613,0.0378218031571141,0.01419641911219409,0.28299894403379094,7.482428663123117,1.0,0.012299118148649908,1.3419480889693858,0.9121087718509677,0.1923905240488155,0.25481469199900386,0.3291745420449067
282,frozenset({'JUMBO BAG STRAWBERRY'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.053978175654200655,0.05016421231062613,0.019864392414450684,0.36800785083415116,7.336063577663258,1.0,0.017156619750793092,1.5029233969805464,0.912967430053941,0.23570081709616594,0.33463009358357626,0.3819975896198211
283,frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO BAG STRAWBERRY'}),0.05016421231062613,0.053978175654200655,0.019864392414450684,0.395987328405491,7.336063577663258,1.0,0.017156619750793092,1.566228439957119,0.9093015076311045,0.23570081709616594,0.3615235335482871,0.3819975896198211
284,frozenset({'JUMBO BAG TOYS '}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.026909630257442526,0.05016421231062613,0.010382455768619557,0.3858267716535433,7.691275390998511,1.0,0.009032555363184761,1.5465275004685959,0.8940408607645561,0.1556791104050834,0.35339009510209085,0.29639807431674
285,frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO BAG TOYS '}),0.05016421231062613,0.026909630257442526,0.010382455768619557,0.20696937697993664,7.691275390998512,1.0,0.009032555363184761,1.2270527032572596,0.9159294301625619,0.1556791104050834,0.1850390799470465,0.29639807431674
286,frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.05366034537556945,0.05016421231062613,0.01599745735777095,0.2981243830207305,5.942969485391077,1.0,0.013305628399689361,1.3532822122775467,0.878895802403234,0.1821471652593486,0.26105583083293465,0.308513089081643
287,frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.05016421231062613,0.05366034537556945,0.01599745735777095,0.31890179514255546,5.942969485391077,1.0,0.013305628399689361,1.389432020045482,0.8756607835555059,0.1821471652593486,0.280281449129648,0.308513089081643
288,frozenset({'JUMBO STORAGE BAG SKULLS'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.03316029240385634,0.05016421231062613,0.012024578874880813,0.36261980830670926,7.228655481746628,1.0,0.010361118926451321,1.490218554119168,0.8912146252031037,0.16864784546805348,0.3289574893321096,0.30116206888408326
289,frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO STORAGE BAG SKULLS'}),0.05016421231062613,0.03316029240385634,0.012024578874880813,0.2397043294614572,7.228655481746628,1.0,0.010361118926451321,1.2716627820743722,0.9071691115502231,0.16864784546805348,0.21362800414055386,0.30116206888408326
290,frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.059911007521983264,0.05016421231062613,0.019387646996503867,0.3236074270557029,6.450961993619386,1.0,0.016382258495427578,1.4042670272897801,0.8988344370371532,0.21378504672897192,0.28788472522210473,0.35504552978973103
291,frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.05016421231062613,0.059911007521983264,0.019387646996503867,0.3864836325237592,6.450961993619386,1.0,0.016382258495427578,1.5322965161388673,0.889610995153553,0.21378504672897192,0.3473847982635672,0.35504552978973103
292,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.16972136878906663,0.05016421231062613,0.013719673694247272,0.08083645443196005,1.6114367336499913,1.0,0.0052057349166624595,1.0333697330243645,0.45699811260612594,0.06654676258992806,0.03229215251611967,0.17716585129200957
293,frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.05016421231062613,0.16972136878906663,0.013719673694247272,0.2734952481520591,1.6114367336499913,1.0,0.0052057349166624595,1.1428399182510958,0.39947512224574305,0.06654676258992806,0.12498681221223504,0.17716585129200957
294,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG OWLS'}),0.062188791185506936,0.03437864180527598,0.012289437440406822,0.19761499148211245,5.74819076918231,1.0,0.010151471263937176,1.2034389326121084,0.8808086425043241,0.14582023884349468,0.16904798997198525,0.2775440134606248
295,frozenset({'JUMBO BAG OWLS'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03437864180527598,0.062188791185506936,0.012289437440406822,0.35747303543913717,5.74819076918231,1.0,0.010151471263937176,1.4595670851813094,0.8554411216685806,0.14582023884349468,0.31486533907704645,0.2775440134606248
296,frozenset({'JUMBO BAG OWLS'}),frozenset({'JUMBO BAG STRAWBERRY'}),0.03437864180527598,0.053978175654200655,0.01308401313698485,0.3805855161787366,7.0507295136626,1.0,0.011228316770866819,1.5272839900508057,0.8887238224095921,0.17382125263898665,0.3452429237035774,0.3114900102974154
